댓글	가성비	청결	맛	분위기	친절
인테리어가 깔끔하고디저트가 귀엽고 맛있어요:) 다만 개인 테이블과 가운데 같이 앉아야 하는 테이블이함께 있어 개별적으로 앉는 것을 선호하시는 분들은 자리 앉기가 힘들 수도 있어요  아보카토는 아이스크림과 커피가 조화롭고 맛있어요 그런데 개인적으로는 아보카토로 먹는 것보다 아이스크림으로 먹으면 더 좋을 것 같아요~!	0	0	1	0	0
궁금해서.. 특별한 메뉴가 있다해서.. 쑥라떼가 따뜻하게도 됩니다. 쑥향 진한데 내입맛에는  많이 달았어요 흑임자 모나카 특이한게 맛있네요. 자리 널찍하고 좋은데 의자가 넘 불편. 등받이 없는 창가 좌석도 애매하고 등받이 의자도 직각으로 되어 편안함이 없는게  좀 아쉽다고 느꼈어요 쇠에 등이 부딪혀서...	0	0	1	0	0
혼커타임~! 인스타에서 많이 봐서 롯데월드몰에서 일하게 되어서 점심시간을 이용해서 호다다닥 달려갔어요~ 뷰도 너무 좋고 쑥아이스크림 붕어모나카 다 맛있었어요~! 다른 메뉴도 먹어보고 싶었는데 입이 하나라… 아쉬움 : ) 	0	1	3	0	0
붕어 모나카는 귀엽고 예쁜데 좀 비싼 듯... 쑥라떼, 인절미 아포가토 기대했던것보다 맛있어서 다른 음료들 맛보러 한 번 더 들러야 할 듯..	0	0	2	3	0
커피 모나카 다 맛있어요!!! 감성카페라 의자가 좀 불편하고 양이 적은게 흠이요 ㅎㅎㅎ 	0	0	3	1	0
디저트로 유명한 카페인거 같은데 음료도 맛있네요. 근데 양이 적어요.. 🥲  그리고 빨대가 개별포장이 안되어있고 한개씩 집어서 주는거라..  빨대 안에 먼지가 들어가있었어요ㅜㅜ  빨대 개별포장으로 바꼈으면 좋겠네요. 	0	0	1	2	0
생초콜릿 모나카랑 망고자스민 진짜진짜 맛있어서 다마시고 오긴 했는데 너무 비싸요ㅠㅠ 7천원.... 모나카는 진짜 맛있는데 얇고 교통카드만한거 두개에 4800원... 맛있긴 한데 의자도 편하진 않아서 아쉽습니다... 가시게되면 망고자스민 추천드려욧	0	0	2	0	0
성수에서 방문했을 때에는 인테리어와 좌석스타일이 마음에 들지 않았는데 월드몰의 높은 천고와 깔끔한 인테리어가 받쳐주니 묘사서울에 대한 이미지가 확 좋아진다. 요즘 쑥음료 맛있게 하는 카페가 없는데 진한 쑥라떼가 맛있고, 아이스 아메리카노도 쇼핑하느라 지쳐있을 때 목 축이기에 좋았다. 귀여운 앙버터 붕어빵은 셔터를 계속 누르게 하는 묘사서울의 시그니처 디저트인 듯.	0	0	3	1	0
디저트 아기자기하고 귀여워용✨🫶🏻 고구마인절미 아포카토는 인절미맛이에용	0	1	2	1	1
디저트 너무 이뻐요, 가격은 좀 사악한듯, 데이트 하기 좋은 분위기 너무 좋네요	0	1	4	0	0
🦁진저베어🧸 너무 맛있고 든든하고, 음식이 비워지면 바로바로 채워져요!! 평일에 가니까 웨이팅 없이 바로 들어가서 좋았어요! 한 음식이 비워지면 바로 채워지고, 다른 종류로도 바뀌는거 같더라구요!! 한 입 먹자마자, 와,,,,🙊🥲🥲 맛있다🥲 브런치로 가기 완전~좋은 진저베어🧸행복한 맛을 느끼고 왔어요:)	0	2	2	1	0
항상 대기가 많은 석촌호수 파이맛집! 그래도 포장구매는 대기 없이 가능해서 좋았습니다:) 다른 곳에 비해 파이 종류가 엄청 다양한 듯! 초코듬뿍 무스도 맛있고, 클래식도 맛있었지만..! 개인취향 1등은 맥앤치즈!!	0	0	1	0	0
평일 13:15분 정도 매장근처에 가서 현장웨이팅걸고 앞에 있었는데 금방들어갔어요! 들어가서 안내해주시는 분이 없어서 당황했지만 안내멘트들이 여기저기 써있더라구요. 접시에 파이 집어들고 있다가 세트메뉴가 있어서 세트메뉴주문하고 커피주문해서 먹었어요. 여기 인기음료도 시켜봤는데 색깔과 달리 케일에 오렌지에 달달한 재료가 들어간 음료드라구요. 저흰 식사하고 들어가서 후식으로 먹었는데, 식사로 먹으러 온 분들도 많드라구요. 식사대용으로도 든든한거같아요.!!	0	1	1	2	0
왜 다들 클래식을 드시는지 알겠더라구영.. 모랄까 파이인데 육즙가득한 만두를 먹는느낌? 고기파라 완전 호였슴니다!! 근데 여긴 파이도 맛나는데 애플망고케일주스가대박이 생긴건 무슨 시금치갈아놓은거같은데 완전 망고맛이 대박입니다 마실때마다 너무 맛있다며 감탄하며 먹었어요 저녁에 방문했는데 매장 조명도 완벽.. 날씨만 좋으면 바깥 테라스에 앉아도 되겠더라구요	0	0	1	2	0
미트파이가 궁금해서 갔어요 클래식미트파이(8500) 먼저 먹어보았는데 정말 맛있었어요 빵과 고기가 정말 절묘하게 잘 어우러진 맛이에요 제가 버섯을 못먹어서 큰 조각의 버섯은 못먹었지만 작은 건 그냥 먹었을 정도로 맛있었네요  초콜릿무스파이(8000)도 먹었는데 초코가 꾸덕하고 찐해요 다만 케이크가 아니고 파이라서 바닥 딱딱한 부분이 있는데 이건 감수해야해요 그렇다고 막 나쁘진 않구요  프레첼(3500)도 먹었는데 확실히 맛있어요 프레첼 중에선 제일 맛있게 먹었던 것 같네요 달달하면서도 표현은 어렵지만 암튼 맛나요  매장 안에서 먹으려면 음료를 인당 하나는 주문해야되는 것 같았구요 포장은 웨이팅 안해도 된다고 해서 저는 포장했어요  궁금한건 매장 입구 사자 조각상이 ‘진저베어’는 아닌 것 같구 그럼...?🤔	0	0	2	2	1
강추: 벨페퍼 스프(8,500), 클래식 매쉬세트(12,000)  벨페퍼 스프는 파프리카와 후추 맛이 느껴지면서 매콤하면서 알싸한 맛이 감도는 것이 클래식 매쉬세트랑 같이 먹었을 때 궁합이 잘 맞았다. 꼭 같이 먹어보시길!!!  	0	1	2	2	0
두번째 방문인데 또 먹어도 맛나요 웨이팅 하는 이유가 다 있어요 스프도 런.베보다 맛나요 매장에서 일단 먹어봐야 포장해도 맛난걸 알수있을듯요.. 단, 파이를 5~6만원치 주문을해도 무조건 1인1음료에요 	0	0	2	0	0
시그니처 메뉴 ‘미트 파이&메쉬드 포테이토’는 환상 그자체💫였고 디저트파이 포함한 다른 파이도 전부 맛있었어요 단짠단짠으로 한입씩 먹으면 끝도 없이 먹을 수 있을듯 .. 파이덕후로서.. 엄청난 기대감을 안고 방문했는데 매우 성공적🥨 평일 1시쯤 방문했는데 거의 바로 들어갔어요! 생각보다 자리가 알차게(?)있어서 회전률이 좋은것 같아요~ 주차가 불편한거 빼곤 넘나 만족스러운 핫플투어였네요	0	0	3	1	0
아이스커피 아이스모카 초코 무스 파이  초코무스케이크는 다 먹어보았는데 파이는 처음이예요!  달달하고 맛있어요. 분위기도 너무 좋고 인테리어도 넘 이뻐요. 다음에 기회가되면 왼쪽 야외 테라스 자리에도 앉아보고싶네요!	0	0	0	2	0
맥앤치즈 라구? = 8500원 아직 먹어보기 전이라 맛은 모름 청키파이보다 비싼데 여기는 매장이 있고 청키파이는 매장이 없으니 그러려니.   매장 분위기 좋고 인테리어 아기자기함. 식사용 파이, 디저트용 파이 둘 다 있어서 언제나 붐비는 듯. 포장해가면 대기가 없어서 편함. 주문, 계산하는 줄 공간을 따로 분리, 계산해주면 더 좋을 듯? 디저트 파이 먹으러 재방문 의사 있음. 레몬머랭파이 궁금해..	0	0	1	1	0
진짜 비주얼부터 맛까지 너무 완벽한 꽈배기! 퐁신하고 쫀득한식감은 아무도 못이겨요ㅠㅠ 봉땅은 크림맛집인거 아시죠?! 무조건 크림있는걸로 고르시길! 개인적으로 티라미수가 제일 맛있었습니당!ㅎㅎ 송파 꽈배기 맛집으로 인정..💓	0	0	1	2	0
봉땅 꽈베기 사들고, 석촌호수가서 먹으면..얼마나 맛있게요?!~🙃  와,~  석촌호수 오랜만인데.. 송리단길에 이런 꽈베기맛집이..💕 이미 핫해서..매장에 사람 만석이여서 포장했네요!  매장도 너무 이쁘고.. 봉땅박스도 완젼~ 센스,👍   제가 사실..요즘 단거 안좋아해서 보기만 예쁠꺼라고! 단단히 오해했네요....대박입니다~😳  송리단길이 다르긴 다르네요.. 맛보고 깜짝 놀랄정도로, 차원이 다른 맛!  설탕이 아니라 뭘넣은거죠.. 달달함이 설탕에서 나오는게 아닌거같은, 특이한 단맛에..뭔가 고소한 풍미가 입안에..쫙퍼짐!  달꺼같은데 달지않은..딱 그 중간의 기분좋은 달달함,  제가 미식가도 아닌데, 뭔가 특이해요!  먼거리인데..생각나서 또 찾아갈듯한~ 쫄깃함도 최고!  석촌호수 데이트코스로도 굿	0	0	1	2	1
꽈배기 맛집들 많이 다녀봤는데 봉땅은 토핑에 특히 강점이 있는 것 같아요! 일단 황치즈 좋아하시는 분들은 황치즈맛 강추요 뽀또크림 왕창에 황치즈초콜릿 코팅한 프레츨 올라가서 황치즈맛 제대로 납니당. 저는 브라운치즈시나몬이 제일 맛있었어요 시나몬 싫어하지만 않는다면 무조건 호일 맛!!! 전반적으로 크림이나 무스 올라간 메뉴가 맛있는 것 같습니당ㅎㅎ	0	0	1	2	0
이곳은 꽤배기에 진심인 곳입니다🥺  외관부터 휴양지같은 분위기에 인테리어는 아기자기하고 멋있는 소품들이 많았습니다.  꽈배기는 피스타치오와 브라운 치즈 맛이 제 픽이고 다른 맛도 궁금해 재방문 예정입니다!  직원분도 친절하시고 비록 테이크아웃이지만, 길거리에서 먹어도 너무너무 맛있었습니다:)	0	1	2	0	0
티라미수/피스타치오/아몬드초코/카야 맛 꽈배기 순서대로 포장주문했습니다! 꽈배기 토핑이 아낌없이 올라가서 보자마자 맛있을거란 확신이 섰는데 집에 와서 먹어보니 확실히 재료가 많이 들어가서 달달하고 정말 맛있어요!! 당충전 굳입니다	0	1	1	1	1
오고싶었던 곳인데 드디어방문!! ❣️생각보다 더 빵 종류도 많았고, 날이 너무 좋아서 테이크아웃해서 석촌호수와 롯데월드 보면서 먹었어요! 피크닉 분위기 낭낭하고 너무너무 좋았어요! 다음엔 다른 맛 많이 먹어볼거에요💖	0	1	0	2	1
인스타그램에 넘 핫해서 봉땅 꽈배기 넘 먹어보고 싶었는뎅 정말 존맛탱이네요!!😍 특히 티라미슈, 피넛버터 꼭 드셔보시길 추천해요!!! 😋👍👍	0	1	1	0	1
천연 발효종을 사용하여 만든 쫄깃한 꽈배기에 다양한 토핑들을 구성해서 여러가지 꽈배기 보는 재미도 있었고, 제일 중요한 맛도 빠지지 않았다는 점이 완전 취향저격!! 달다는 평도 봤는데 저는 꽈배기와 토핑의 맛이 조화로워서 알맞은 당도였어요. 귀여운 포장박스 때문에 다른 사람에게 선물하기도 좋은 봉땅🍩🫶   	0	0	1	2	0
매장 인테리어 진짜 힙하고 너무 예뻐요💕 그만큼 손님이 많아서 만석이라 포장해왔어요. 꽈배기가 쫄깃하고 달달해서 커피랑 궁합이 딱이에요! 크림브륄레랑 솔티드카라멜 추천추천 👍👍	0	0	1	2	1
포장해서 먹었는데 너무 맛있었어요! 요즘같은 날씨에 꽈배기 포장해서 바로 앞 석촌호수 피크닉 가면 딱일 것 같습니다☀️💖내부 인테리어도 예쁘고 테라스 자리도 넓어서 가게에서 먹어도 좋을 것 같아요ㅎㅎ콘크림,브라운치즈,카야,크림브륄레로 골랐는데 각자 맛이 다 다르고 다 맛있어서 보는재미와 먹는재미가 있어서 좋았어요~!	0	1	1	1	1
가게가 아기자기 너무 예뻐요^^ 사진찍으면 잘나오고  요즘 꽈배기가 대세인가,, ㅎㅎ 암튼 기분좋은 매장이였네요	0	0	1	2	0
매장에 귀여운 소품이 많아서 구경할거리가 많아요. 봉땅 꽈배기 도넛은 뭐 요즘 너무 유명해서  맛있는거 말할 필요도 없져:)) 질리지 않게 적당히 달달하고 부드러워요.  퐁신퐁신 봉땅 도넛 꼭 종류별로 다 먹어볼거에요!!!	0	0	1	2	1
송리단길에서 빵 맛집으로 유명한 봉땅 드뎌 오게 됐네요ㅜㅠ 내부에 좌석도 많고 잘 꾸며져 있구 꽈배기도 넘 짱맛이라 그냥 다 좋았어요... 사장님? 직원분? 잘 모르겠지만 넘 친절하셨고 맛도 다양해서 여기 도장깨기하러 다시 와야겠습니당!	0	1	1	1	1
송리단길에서 꽈배기 맛있다고 해서 테이크아웃했어요.매장분위기도 예쁘고 꽈배기 장난없이 종류많고 맛있음.석촌호수갈때 한번씩 들려서 종류별로 다 먹고싶네요	0	0	1	2	1
꽈베기가 이렇게 고급질수 있을까… 멋진 디저트로 손색없는 송리단길 봉땅본점이더라구여. 인테리어도 멋지고 음악도 신나서 미쿡스탈 이네요	0	1	1	1	0
맛있어요😍 다양한 맛을 선택할 수 있어서 좋아요ㅎㅎ 인테리어 독특하고 예뻐서 사진찍기도 좋아요👍 	0	0	1	2	1
꽈베기 맛있어용 ㅎ  피넛버터 꽈베기는 위에뿌린 시럽같은게 부드러울줄 알았는데ㅎㅎㅎ  그래도 색다른 맛 좋아요 ㅎ   아이스 카페라떼 양은 좀 적네요ㅠㅠ	0	0	2	0	0
브라운치즈랑 카야 먹어봤는데 쫄깃하고 맛있었어요^^ 브라운치즈시나몬은 브라운치즈보단 시나몬맛이 더 강했어요~다른 메뉴들도 궁금해서 다 먹어봐야겠어용!!!포장했는데 4개부터 상자포장인줄 알았는데 한개만 구매해도 상자에 담아주시더라고요^^ 좋아용 😀 👍 	0	0	0	0	0
핫한집이라  잘 다녀왔습니다. 3박스 포장하며  나이프,포크  넣어주십사했는데 대답은 하시고 바쁘셔서 잊어버리셨네요.	0	0	1	0	1
꽈베기가 너무 예뻐서 먹기 아까워요 ㅠㅠ 쫀득쫀득하고 로투스랑 옥수수 올라간 옥수수 꽈베기 존맛탱!!	0	0	1	3	0
너무 예쁘고맛있는케잌이 8천원씩해요 한조각사다가 파티하기너무좋고요 안에서 커피마시며 앉아있을공간도 꽤넓어요 정말 갖은초들이 즐비한데 가격도저렴하게 다 천원씩이예요 오리모양도있었는데 러버덕생각날정도로 퀄이좋아요 재료를아끼지않은 케잌이예요 다음에다른케잌도먹으러올게요!	0	1	2	1	1
아직 딸기 계절이 아닌데 딸기케이크가 먹고싶어 찾던중 팻어케이크를 발견해 다녀왔습니다.  진짜 딸기케이크는 말모말모고 메론케이크 포장했는데 메론케이크도 맛있었어요! 나중에는 홀케이크 주문하러 방문하려합니다 :)	0	0	3	0	0
케이크가 있었는데? 없었읍니다 . . . 누가 제꺼 훔쳐갓내요 아마 제 뱃살인듯  너무너무 맛있어요 고오급 초코맛 나는 가나슈 안에 크런키가 콕콕 그리고 제 최애 자몽애플티는 오늘도 쫀맛🎀🎀 역쉬 송리단길 1위 디저트 명성답게 모든 게 완벽함니다 . . .	0	2	2	0	1
커피는 산미가 느껴지는 편인데, 신맛이 느껴지면서 깊은 맛이 덜해서 그런지 조금 아쉬움이 남는 맛이에요~ㅠ  그래도 케이크 전문점이니 케이크는 맛있겠죠? 먹음직스러워서 다음엔 케이크를 맛보고 싶어요~  현재 분위기 크리스마스 트리도 있고, 크리스마스 노래도 나오구, 인테리어가 너무 예뻤어요!!  화장실도 인테리어가 예쁜데 깨끗해서 좋았어요.  오래된 건물을 굉장히 예쁘게 꾸미신 것 같아요. 입구부터 빨간 컬러여서 그런지 크리스마스랑 찰떡이에요! 이번 연말 크리스마스가 지나기 전, 꼭 방문해봐야할 카페에요!!  인스타 감성 가득하고, 너무 예쁩니다.. 딸기 가득 올라간 다양한 딸기 케이크들이 눈에 띄네요! 케이크 구매하는 곳에 다양한 초들도 구매가 가능해요!  무엇보다 직원분들이 너무 친절하셨어요~! 또갈게요	0	2	1	1	1
아아 자몽애플티 초코딸기 케잌 먹었어요 케이크 맛집으로 소문난 것 처럼 역시 기대를 저버리지않아요 !! 다음엔/홀케잌,, ㅎㅎ 아아는 원두가 한국스타일이여서 탄맛이 강해요 자몽애플티는 및에 자몽알이 씹히고 싱싱해요! 	0	0	3	1	0
세상 존맛 케이크 맛집입니다 송리단길에 데이트하러 오신다구요? 그럼 팻어케이크 가시면 됩니다 진짜 존맛이예요 얼그레이무화과케이크 너무 맛있고 생무화과 상태도 최상이었고 쑥라떼 크림 많이 달지않고 쑥 맛이 진해서 좋았어요 다 완벽했슴더..💗	0	0	3	1	1
오늘로 두번째 방문이네요…🥹정말 행복합니다 오늘은 무화과 케이크를 먹어봤어요 역시나 맛있네요 최고입니닷 무화과가 너무 싱싱하구요 얼그레이…제가 얼그레이를 정말 좋아해요 한마디로 환.상.의.맛 그 잡채✨세상 모든 사람들이 먹어봤으면 좋겠네요 거기에 고소한 아메리카노 한잔이면 정말 삶의 질이 올라가는 기분을 느끼실 수 있을거예요😭💗아 그라고 가장 중요한건 알바분이 정말 친절하고 귀엽고 착하십니다 짱짱 최고🌟😘💖	0	0	4	0	1
잠실 왔으면 무조건 들려야되는 카페예요!!!  지금까지 먹었던 케이크 중 원탑이에요🥹💕 생크림도 너무 부드럽고 맛있고 과일도 잔뜩 들어가 있어요ㅠㅠ 초코가나슈 케이크는 안에 씹히는 초코볼 같은 것도 있고 초콜릿이 완전 고급진 맛이에요~🫢 인테리어도 깔끔하고 예쁩니다..❤️ 사장님도 직원분들도 너무 친절하시고 좋았어요☺️💕 오래오래 맛난 케이크 만들어 주세요🍰💗	0	1	3	1	0
오 여기 케이크 맛집 맞네요!  음료보다 케이크가 더 맛있어요 😆  케이크랑 같이 마시기엔 아아가 젤 낫겠어요~	0	0	2	0	0
케이크 종류도 많고 넘 마싯어요 분위기도 예뻐서 취저입니다 :D	0	1	2	1	1
메론생크림 케이크 포장해서  먹어봤는데 메론 진짜 많이 들어있어요!! 안에도 듬뿍!!  케이크를 먹고있다는 생각보다 나는 지금 메론을 먹고있는구나 이생각만 들어써요 ㅋㅋ 취향차이겠지만요 케이크는 비쥬얼보고 엄청 달달하겠다라고 생각했는데 달지않았어용!!	0	0	0	0	0
딸기 진짜 달콤하고 새콤하고 너무 맛있어요 케이크 짱 맛집 ㅜㅜ,,🫶🏻🍓 1층 외관 문이 넘 예뻐요 포토존으로 딱이네용 ! 😄	0	1	2	0	1
입구부터 눈에 확 띄게 이뻐서 엄청난 기대를 안고 들어갔는데 와 핫플이더라구요ㅎ 다행히 창가자리가 나서 호다닥 자리잡고 주문했어요메론케익이랑 무화과 얼그레이 케익 먹는순간 앉은자리에서 한판 다 먹을수 있을거 같더라구요!  같이간 친구랑 대만족❤️ 송리단길 가면 필수코스가 될거 같아요! 또 생각나서 조만간 다른케익도 먹어보려고요	0	1	1	2	0
케잌이 달지 않고 맛있어요 커피는 양 작은편이고 들어가는 문이 도깨비드라마 생각나요	0	0	1	1	0
복숭아, 딸기, 멜론, 골드키위 등 과일 베이스로 한 케잌들이 여러 종류라 좋았어요 :) 크림이 워낙 부드럽고 맛있어서 한입 넣자마자 입에서 녹더라구여☺️ 딸기 케잌도 정말 맛잇어 보이던데 담에 방문할땐 딸기 케잌을 먹어봐야겟어요~ 	0	0	1	0	1
요즘 생일이나 기념일 생기면 케이크는 펫어케이크부터 생각나네요ㅎㅎ  딸기생크림 넘 맛있어요ㅠㅠ 케이크 원래 좋아하는데 더더 좋아요 😀 	0	0	2	1	1
가격은 좀 무섭긴한데.. 진짜 케잌 맛있네요 굿	0	0	1	0	1
쑥라떼 진짜 진해요 ㅋㅋㅋㅋ얼그레이무화과 진짜 맛있어요ㅠㅠㅠ 무화과 엄청많이들어잇어요	0	0	1	1	1
무화과 케이크에 무화과 이렇게 많이 들어가 있는 곳 처음이예요 진짜 ㅠㅠ 맛있어서 케이크 하나 더 추가요~~~	0	2	1	0	1
팻어케이크 정말 맛있었어요!! 크림 너무 맛있어서 다음에 또 갈것 같고 친구들 생일 케이크도 예약하면 좋아할것 같아요! 추천합니당!!	0	0	1	0	0
오랜만에 생각이 나서 들렸어요! 마카롱을 많이 먹어본건 아니지만 과하지 않게 달달하면서 음료와 먹기 너무 좋아요! 저의 최애 얼그레이와 솔티드카라멜은 언제나😋 지인들에게 선물 하거나 근처오면 항상 레어마카롱 데려왔었는데 항상 만족했던것 같아요! 오늘도 맛있게 먹고 갑니다!	0	0	1	2	0
이 집의 시그니처 솔티드 더치크림 뭔데 이렇게 맛있는거죠? 굉장히 깔끔한 커피 베이스에 짭짤달달한 크림의 조화가 색다른 느낌의 커피맛이었어요!! 그리고 쫀득한 식감의 디저트를 좋아하는데 르뱅쿠키가 쫀득+꾸덕해서 완전 취향저격이었어요. 마카롱도 꼬끄, 필링 모든게 완벽👍마카롱 종류도 다양해서 좋아하시는 분들 '레어마카롱'에 방문해보세요 : )	0	1	3	1	0
디저트 좋아하는 사람으로써 레어마카롱 마카롱진짜 진하고 넘 맛있어요. 꼬끄도 쫀득하고 내용물도 진짜 실함.. 요기 시그니처 솔티드 크림더치랑 콜드브루 마셨는데 진초ㅑ루 커피도 맛남!!!!!!!!! 무엇보다 과하게 달지 않고 본연의 맛이 진해서 몇 개씩 먹어도 부담없어서 좋았어요:)	0	1	2	2	0
오랜만에 방문한 레어마카롱💛 오늘도 여전히 맛나구용,,, 우유마카롱이랑 라떼의 조합 완전추천투천 디저트 전문이면 커피는 그냥 그런집이 많은데 솔티드크림더치도 맛있어용 저번에 회식끝나고 어르신들이랑 아메리카노만 먹으러 왔었을때두 여기 커피 맛있다고 하셨어요 굿굿 👍👍누구랑 와도 실패하지 않는 곳이예요!	0	0	3	2	0
제가 정말 마카롱 귀신이라 안먹어본 마카롱이 없을정도여요. 근데 달지 않으면서도 안에 과즙맛 또한 훌륭하네요 게다가 음료까지 이렇게 맛있게 잘 만드는 곳이라니 .. ^^직장근처에 이런 디저트 맛집이 숨어있는지 몰랐아요. 종종 당이 땡길때 들러야겠아요  요즘 매일 같이 마카롱을 달고 살 정도로 자꾸 먹고 싶었던 와중에 들렀는데 마카롱이한끼 식사 대용으로도 손색없을정도네요-^^ 정말 잘먹었어요 분위기도 좋고 인테리어도 이쁘고 넘 좋네요 	0	0	3	2	0
송리단길에 마카롱집이 있는데 완전 맛있다고 해서 방문해 보았어요. 진짜 최근 먹어본 마카롱 중에서 최고에요! 너무 달지 않고 부드러워서 진짜 존맛!  커피랑 먹으면 진짜 딱 맛있어요!! 다음에 재방문의사 무조건 있어요!!^^	0	0	4	1	0
칼로리 생각 안하면 한자리에서 10개 먹을 수 있는 마카롱 집이예요.  너무 달지 않고 기분 좋은 단맛을 가지고 있구요.  꼬끄가 진짜 쫄깃쫄깃 제가 좋아하는 스타일 입니다.언제가도 마카롱 맛의 변화가 없구요.  매장 인테리어도 조금씩 이쁘게 계속 변해서 좋아요. 	0	0	1	1	0
매장 인테리어도 감성적이고 예쁘고 마카롱도 넘 맛있어요! 음료도 굿굿!~ 마카롱전문점이라그런지 꼬끄나 필링 식감이나 맛이 엄청 좋아서 추천합니다! 매장이 두칸 느낌으로 나눠져있어 생각보다 훨씬 더 넓었어요!	0	1	2	1	0
인테리어 너무 깔끔하고 예뻐요  친절하시고 마카롱 너무 맛있다그래서 왔는데  진짜 별로 안달고 얇은 마카롱만 좋아했는데  여기껀 통통해도 맛있네요 ㅋㅋㅋ 꼬끄 완전 부드럽고 쫀쫀한 느낌  티랑 먹으니까 더 맛있어요!  커피도 찐한데 깔끔해요  잘먹고갑니당 다음에 또올게요!	0	0	2	2	1
레어마카롱은 처음에는 뚱카롱이 너무 맛있어서 소개 받아서 왔어요. 근데 이제는 음료도 맛있고 인테리어도 너무 제 취향이라 자주 와요. 시그니처 음료 중에 솔티드 크림 시리즈 중 전 말차를 제일 좋아하는데 부드러운 크림에 말차와 커피 맛이 강하지 않게 섞인 맛이라서 너무 좋아해요. 말차 좋아하시는 분들께 추천이예요. 그리고 저의 최애 솔티드 캬라멜 마카롱도 넘 맛있어요!	0	0	2	2	1
